기준_년_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,기준_분기_코드
2020,A,골목상권,1000001,계동길,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,38,NA,NA,NA,NA,10,1
2020,A,골목상권,1000002,난계로27길,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,1
2020,A,골목상권,1000003,돈화문로11가길,41,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,4,1
2020,A,골목상권,1000004,명륜길,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,5,1
2020,A,골목상권,1000005,백석동길,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000006,북촌로11길,24,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,9,NA,NA,NA,NA,4,1
2020,A,골목상권,1000007,북촌로5길,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,4,1
2020,A,골목상권,1000008,북촌로5나길,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,6,1
2020,A,골목상권,1000009,삼청로5길,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,7,1
2020,A,골목상권,1000010,성균관로5길,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000011,숭인동길,17,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1
2020,A,골목상권,1000012,옥인길,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,3,1
2020,A,골목상권,1000013,율곡로10길,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,1
2020,A,골목상권,1000014,율곡로16길,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000015,이화장길,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000016,자하문로7길,28,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,5,1
2020,A,골목상권,1000017,종로24길,14,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1
2020,A,골목상권,1000018,종로58가길,18,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000019,종로65길,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,5,1
2020,A,골목상권,1000020,지봉로8길,17,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000021,창경궁로35길,17,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000022,창신2길,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000023,창신5길,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000024,창신길,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000025,통일로12길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000026,평창길,25,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,8,1
2020,A,골목상권,1000027,필운대로1길,19,1,NA,NA,NA,NA,1,1,1,1,7,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000028,난계로11길,25,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1
2020,A,골목상권,1000029,난계로21길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000030,다산로33길,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000031,다산로36길,10,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000032,다산로38길,18,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000033,다산로39길,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000034,동호로10길,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000035,동호로11길,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000036,동호로15길,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000037,동호로20길,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000038,동호로8길,11,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000039,명동길,34,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000040,삼일대로4길,22,2,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000041,장충단로8길,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000042,청구로17길,14,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000043,청구로1길,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000044,퇴계로12길,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000045,퇴계로18길,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,NA,NA,NA,NA,2,1
2020,A,골목상권,1000046,퇴계로46길,25,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,3,1
2020,A,골목상권,1000047,퇴계로56길,18,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1
2020,A,골목상권,1000048,퇴계로8길,22,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,1
2020,A,골목상권,1000049,퇴계로90길,16,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000050,녹사평대로11길,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000051,녹사평대로26길,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,1
2020,A,골목상권,1000052,녹사평대로32길,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000053,녹사평대로40나길,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000054,녹사평대로46길,16,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000055,대사관로34길,12,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000056,두텁바위로1길,19,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,1
2020,A,골목상권,1000057,백범로79길,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000058,백범로90길,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000059,서빙고로71길,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000060,소월로20길,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000061,신흥로20길,14,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000062,우사단로10길,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,3,1
2020,A,골목상권,1000063,우사단로14길,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,5,1
2020,A,골목상권,1000064,우사단로4길,11,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000065,원효로19길,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
2020,A,골목상권,1000066,원효로41길,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000067,원효로53길,13,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000068,원효로89길,13,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000069,이촌로22길,9,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000070,이태원로27길,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,2,1
2020,A,골목상권,1000071,이태원로54길,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,1,2,1
2020,A,골목상권,1000072,장문로45길,9,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000073,청파로47길,31,1,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,15,NA,NA,NA,NA,4,1
2020,A,골목상권,1000074,청파로47나길,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000075,청파로71길,13,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000076,청파로73길,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1
2020,A,골목상권,1000077,한강대로104길,25,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,1
2020,A,골목상권,1000078,한강대로15길,14,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000079,한강대로43길,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000080,한강대로52길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000081,한강대로62길,21,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,1
2020,A,골목상권,1000082,한강대로7길,11,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000083,한강대로88길,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000084,한남대로20길,19,5,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000085,회나무로13길,16,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000086,효창원로39길,15,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000087,후암로28길,11,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000088,고산자로6길,21,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1
2020,A,골목상권,1000089,금호산2길,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000090,금호산길,15,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
2020,A,골목상권,1000091,둘레9길,17,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
2020,A,골목상권,1000092,뚝섬로5길,7,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000093,마장로27길,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000094,마장로39길,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000095,마조로16길,9,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000096,마조로1길,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,1
2020,A,골목상권,1000097,매봉길,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1
2020,A,골목상권,1000098,무수막길,18,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000099,무학로6길,10,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000100,무학봉28길,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000101,무학봉길,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000102,사근동길,13,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,1
2020,A,골목상권,1000103,상원12길,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000104,상원길,17,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000105,서울숲2길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000106,성덕정17길,25,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,1
2020,A,골목상권,1000107,성덕정길,13,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000108,성수이로18길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000109,성수이로7길,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000110,성수일로6길,20,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,2,1
2020,A,골목상권,1000111,송정12라길,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000112,송정4가길,17,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
2020,A,골목상권,1000113,아차산로11길,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000114,아차산로15길,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000115,아차산로5길,9,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000116,왕십리로14길,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000117,왕십리로21길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000118,왕십리로26길,30,NA,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000119,왕십리로31길,14,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,1
2020,A,골목상권,1000120,왕십리로6길,20,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3,1
2020,A,골목상권,1000121,용답29길,27,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000122,용답중앙길,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000123,장터길,38,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,1
2020,A,골목상권,1000124,청계천로10나길,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,6,1
2020,A,골목상권,1000125,한림말3길,11,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
2020,A,골목상권,1000126,한림말길,13,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
2020,A,골목상권,1000127,광나루로12길,27,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1
2020,A,골목상권,1000128,광나루로24길,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1
2020,A,골목상권,1000129,광나루로36길,22,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,1,1
2020,A,골목상권,1000130,광나루로37길,11,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000131,광나루로40길,18,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000132,광나루로52길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000133,긴고랑로20길,22,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000134,긴고랑로7길,27,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,1
2020,A,골목상권,1000135,긴고랑로8길,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000136,긴고랑로9길,17,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000137,능동로13길,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1
2020,A,골목상권,1000138,능동로19길,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1
2020,A,골목상권,1000139,능동로34길,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000140,능동로3길,14,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000141,능동로4길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000142,동일로18길,19,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000143,동일로24길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000144,뚝섬로23길,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000145,뚝섬로24길,13,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000146,뚝섬로48길,17,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000147,뚝섬로54길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000148,뚝섬로58길,13,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000149,뚝섬로64길,15,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000150,면목로17길,19,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000151,아차산로40길,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000152,아차산로51길,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000153,아차산로55길,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000154,아차산로65길,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000155,아차산로78길,11,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,1
2020,A,골목상권,1000156,용마산로21길,27,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,7,1
2020,A,골목상권,1000157,용마산로3길,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000158,자양로11길,16,1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000159,자양로15길,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000160,자양로26길,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000161,자양로45길,27,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000162,자양로50길,16,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000163,자양로53길,10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000164,자양번영로3길,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000165,천호대로109길,33,NA,3,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,3,1
2020,A,골목상권,1000166,천호대로123길,25,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000167,천호대로129길,24,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,1
2020,A,골목상권,1000168,경희대로3길,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000169,경희대로4길,14,NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,1,NA,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000170,난계로30길,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000171,답십리로23길,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000172,답십리로56길,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000173,답십리로60길,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000174,답십리로63길,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000175,답십리로64길,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
