기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2021,1,A,골목상권,2110001,이북5도청사,42,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110002,독립문역 1번,57,3,1,1,NA,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110003,세검정초등학교,102,4,2,NA,NA,3,1,2,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,55
2021,1,A,골목상권,2110004,대신고등학교,87,6,3,NA,NA,5,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2021,1,A,골목상권,2110005,세검정,85,3,2,NA,NA,3,1,2,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,43
2021,1,A,골목상권,2110006,부암동주민센터,26,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2021,1,A,골목상권,2110007,사직공원(한국사회과학도서관),90,9,2,NA,NA,4,1,2,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,1,A,골목상권,2110008,배화여자대학교(박노수미술관),94,6,3,NA,NA,6,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110009,자하문터널,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,1,A,골목상권,2110010,평창동서측,79,2,3,NA,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
2021,1,A,골목상권,2110011,청운초등학교,27,2,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2021,1,A,골목상권,2110012,성곡미술관,148,13,18,NA,NA,13,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,26
2021,1,A,골목상권,2110013,체부동홍종문가옥,81,6,2,NA,NA,7,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110014,경복고등학교,46,5,1,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,1,A,골목상권,2110015,청와대사랑채,48,6,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,1,A,골목상권,2110016,평창동동측,73,2,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,46
2021,1,A,골목상권,2110017,정독도서관,65,11,2,NA,NA,NA,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,1,A,골목상권,2110018,중앙고등학교,110,9,5,NA,NA,1,2,2,1,2,14,NA,NA,NA,1,NA,NA,NA,NA,37
2021,1,A,골목상권,2110019,창덕궁,106,4,6,NA,NA,3,1,2,NA,NA,1,NA,NA,NA,3,NA,NA,NA,3,14
2021,1,A,골목상권,2110020,서울국제고등학교,104,3,2,NA,NA,4,3,2,1,3,14,NA,NA,NA,NA,NA,NA,NA,NA,40
2021,1,A,골목상권,2110021,성균관대학교,133,5,7,1,NA,15,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,1,32
2021,1,A,골목상권,2110022,경신고등학교,122,8,4,NA,NA,6,3,2,1,4,12,NA,NA,NA,NA,NA,NA,NA,NA,38
2021,1,A,골목상권,2110023,서울대병원,110,3,5,1,NA,19,NA,NA,2,NA,31,NA,NA,NA,NA,NA,NA,NA,1,30
2021,1,A,골목상권,2110024,혜회동주민센터,87,5,5,NA,NA,8,3,1,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110025,충신시장옆,118,7,2,NA,NA,5,NA,1,2,NA,11,NA,NA,NA,1,NA,NA,NA,NA,25
2021,1,A,골목상권,2110026,종로5가역 4번,136,5,3,NA,NA,21,NA,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,17
2021,1,A,골목상권,2110027,혜화역 1번,124,5,5,1,NA,4,NA,NA,3,2,55,NA,NA,NA,NA,NA,NA,NA,NA,21
2021,1,A,골목상권,2110028,이화달팽이길,138,10,NA,NA,NA,11,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110029,동대문역 1번,227,9,7,NA,NA,22,NA,2,1,2,15,NA,4,NA,6,NA,NA,NA,2,30
2021,1,A,골목상권,2110030,동대문역 3번,128,3,4,NA,NA,14,NA,2,NA,NA,NA,NA,1,NA,6,NA,NA,NA,2,10
2021,1,A,골목상권,2110031,창신역 1번,71,7,NA,NA,NA,3,1,4,1,2,13,NA,NA,NA,NA,NA,NA,NA,1,21
2021,1,A,골목상권,2110032,수족관거리,118,6,5,NA,NA,10,NA,1,NA,1,NA,NA,NA,NA,7,NA,NA,NA,2,14
2021,1,A,골목상권,2110033,창신역 4번,95,6,1,NA,NA,10,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,20
2021,1,A,골목상권,2110034,창신1동주민센터,114,7,5,NA,NA,12,NA,NA,NA,1,NA,NA,2,NA,4,NA,NA,NA,2,14
2021,1,A,골목상권,2110035,동묘앞역 2번,169,7,8,NA,1,13,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,2,20
2021,1,A,골목상권,2110036,동묘앞역 3번,79,4,6,NA,1,5,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,13
2021,1,A,골목상권,2110037,신설동역 12번,105,6,5,NA,1,5,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,3,13
2021,1,A,골목상권,2110038,경향신문사,110,9,17,2,NA,15,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,1,25
2021,1,A,골목상권,2110039,회현역 1번,86,3,6,NA,NA,7,1,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,1,9
2021,1,A,골목상권,2110040,중구회현체육센터(정화예술대남산캠퍼스),86,6,2,NA,NA,2,1,2,NA,1,5,NA,NA,NA,3,NA,NA,NA,1,16
2021,1,A,골목상권,2110041,남산케이블카,114,8,7,NA,NA,5,NA,3,NA,1,8,NA,NA,NA,6,NA,NA,NA,1,19
2021,1,A,골목상권,2110042,남산골공원옆,73,2,3,NA,NA,4,NA,2,NA,1,20,NA,NA,NA,NA,NA,NA,NA,2,13
2021,1,A,골목상권,2110043,충무초등학교,110,7,9,1,NA,7,NA,1,NA,NA,17,NA,NA,NA,4,NA,NA,NA,1,12
2021,1,A,골목상권,2110044,관성묘,88,7,6,NA,NA,2,NA,1,NA,NA,17,NA,NA,NA,3,NA,NA,NA,1,11
2021,1,A,골목상권,2110045,동대문역사문화공원역 5번,116,6,6,NA,NA,5,NA,1,NA,NA,1,NA,NA,NA,8,NA,NA,NA,4,10
2021,1,A,골목상권,2110046,버티고개,64,3,2,NA,1,8,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10
2021,1,A,골목상권,2110047,다산성곽길,114,6,4,NA,1,14,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11
2021,1,A,골목상권,2110048,장충동주민센터,138,6,4,NA,NA,6,NA,1,1,1,1,NA,NA,NA,9,NA,NA,NA,4,15
2021,1,A,골목상권,2110049,장충단 고개,116,6,4,NA,1,13,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,10
2021,1,A,골목상권,2110050,약수역 7번,128,4,4,NA,1,17,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,20
2021,1,A,골목상권,2110051,한양공고앞 교차로,77,4,2,NA,NA,5,NA,NA,1,2,1,NA,NA,NA,4,NA,NA,NA,3,9
2021,1,A,골목상권,2110052,장충초등학교,74,6,2,NA,NA,7,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,7
2021,1,A,골목상권,2110053,청구역 1번,87,6,4,NA,NA,11,NA,3,1,2,1,NA,NA,NA,3,NA,NA,NA,2,9
2021,1,A,골목상권,2110054,청구역 3번,106,4,3,NA,1,12,1,4,1,1,NA,NA,NA,NA,1,NA,NA,NA,4,12
2021,1,A,골목상권,2110055,황학동벼룩시장,63,5,3,NA,NA,5,NA,1,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,9
2021,1,A,골목상권,2110056,신당역 3번,148,8,4,NA,NA,14,NA,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,30
2021,1,A,골목상권,2110057,황학코아루아파트,99,6,4,NA,NA,12,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,14
2021,1,A,골목상권,2110058,성심여자고등학교,117,6,4,NA,NA,9,2,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,2,46
2021,1,A,골목상권,2110059,새남터성지,37,4,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11
2021,1,A,골목상권,2110060,효창공원앞역 6번,118,3,NA,NA,NA,10,1,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,3,51
2021,1,A,골목상권,2110061,효창동주민센터,106,2,1,NA,NA,8,2,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,3,45
2021,1,A,골목상권,2110062,한강로동땡땡거리(은행나무길),88,5,8,NA,NA,13,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,3,23
2021,1,A,골목상권,2110063,효창공원앞역 5번,135,8,6,NA,NA,12,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,43
2021,1,A,골목상권,2110064,효창공원앞역 2번,116,7,2,NA,NA,8,NA,2,1,1,21,NA,NA,NA,NA,NA,NA,NA,2,32
2021,1,A,골목상권,2110065,남정초등학교,76,3,4,NA,NA,6,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110066,서울역 15번,112,6,4,NA,1,13,NA,1,NA,3,NA,NA,1,NA,2,NA,NA,NA,6,33
2021,1,A,골목상권,2110067,배문고등학교,158,10,4,NA,NA,17,NA,1,1,1,15,NA,1,NA,2,NA,NA,NA,2,41
2021,1,A,골목상권,2110068,남영역 1번,157,12,6,NA,NA,14,1,2,2,3,10,NA,2,NA,1,NA,NA,NA,2,41
2021,1,A,골목상권,2110069,숙대입구,178,10,6,NA,NA,15,NA,2,2,4,25,NA,NA,NA,1,NA,NA,NA,3,43
2021,1,A,골목상권,2110070,용산세무서,28,3,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2021,1,A,골목상권,2110071,한강미주맨션아파트,37,5,7,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2021,1,A,골목상권,2110072,열정도,57,7,2,NA,NA,2,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110073,삼각지역 3번,51,5,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,6
2021,1,A,골목상권,2110074,서울역 12번,157,7,7,NA,NA,13,1,1,1,NA,NA,NA,NA,NA,12,NA,NA,NA,6,38
2021,1,A,골목상권,2110075,숙대입구역 1번,165,9,5,NA,NA,17,NA,1,2,2,1,NA,1,NA,2,NA,NA,NA,3,45
2021,1,A,골목상권,2110076,삼각지역 14번,55,4,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9
2021,1,A,골목상권,2110077,삼광초등학교,76,5,2,NA,NA,7,1,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110078,이촌동점보아파트,48,NA,2,NA,1,6,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8
2021,1,A,골목상권,2110079,후암동주민센터,152,9,4,NA,NA,14,2,2,1,2,NA,NA,2,NA,11,NA,NA,NA,1,37
2021,1,A,골목상권,2110080,해방촌예술마을,69,6,NA,NA,NA,5,NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,29
2021,1,A,골목상권,2110081,해방촌 남동측,91,5,5,NA,NA,8,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,38
2021,1,A,골목상권,2110082,용산구청,82,6,4,NA,NA,3,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,27
2021,1,A,골목상권,2110083,서빙고역 1번,28,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16
2021,1,A,골목상권,2110084,경리단길북측,97,10,5,NA,NA,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,45
2021,1,A,골목상권,2110085,경리단길남측,94,13,6,NA,NA,3,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,39
2021,1,A,골목상권,2110086,이태원역 북측,138,20,10,NA,NA,6,1,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,3,39
2021,1,A,골목상권,2110087,이태원엔틱가구거리,96,9,4,NA,NA,6,NA,1,NA,NA,6,NA,2,NA,NA,NA,NA,NA,1,26
2021,1,A,골목상권,2110088,오산고등학교,87,20,2,NA,NA,4,NA,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110089,서빙고동주민센터,29,2,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,15
2021,1,A,골목상권,2110090,한국폴리텍대학서울정수캠퍼스,85,18,1,NA,NA,7,1,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110091,리움미술관,50,11,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11
2021,1,A,골목상권,2110092,NH농협은행 보광동지점,84,7,1,NA,NA,10,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,18
2021,1,A,골목상권,2110093,우사단길,135,18,5,1,NA,17,2,1,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110094,오산중학교,35,3,1,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2021,1,A,골목상권,2110095,한강진역 3번,104,20,6,1,NA,9,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110096,한남힐사이드아파트,36,9,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7
2021,1,A,골목상권,2110097,한남초등학교,50,7,8,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2021,1,A,골목상권,2110098,서울독일학교,50,7,8,1,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9
2021,1,A,골목상권,2110099,유엔빌리지길,64,10,6,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,17
2021,1,A,골목상권,2110100,옥수동우편취급국,43,6,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,1,A,골목상권,2110101,옥정중학교,47,5,1,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110102,옥수역 6번,89,4,2,NA,NA,8,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,34
2021,1,A,골목상권,2110103,옥수터널,73,3,1,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29
2021,1,A,골목상권,2110104,신금호역 4번,124,4,2,NA,NA,16,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,45
2021,1,A,골목상권,2110105,금동어린이공원,134,3,3,NA,NA,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
2021,1,A,골목상권,2110106,금북초등학교,55,2,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2021,1,A,골목상권,2110107,금호사거리,88,2,3,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110108,성동구립금호도서관,75,1,NA,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
2021,1,A,골목상권,2110109,금호삼성래미안아파트,77,2,NA,NA,NA,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2021,1,A,골목상권,2110110,상왕십리역 6번,120,3,2,NA,2,14,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110111,대현산장미원,38,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110112,행당역 2번,107,7,3,NA,NA,13,1,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,20
2021,1,A,골목상권,2110113,응봉산,31,1,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110114,왕십리파출소,64,2,NA,NA,NA,11,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,1,A,골목상권,2110115,상왕십리역 3번,150,7,5,NA,2,16,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110116,청계천박물관,71,8,4,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,16
2021,1,A,골목상권,2110117,성동구보건소,64,7,4,NA,NA,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110118,왕십리역 9번,107,4,3,NA,2,10,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,36
2021,1,A,골목상권,2110119,마장지하차도,50,5,4,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110120,서울숲카페거리,35,2,1,NA,NA,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,8
2021,1,A,골목상권,2110121,한양대역 4번,106,3,4,1,NA,7,NA,1,1,1,46,NA,1,NA,NA,NA,NA,NA,1,31
2021,1,A,골목상권,2110122,마장역 2번,68,2,3,NA,NA,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25
2021,1,A,골목상권,2110123,마장역 3번,79,4,2,NA,NA,7,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,27
2021,1,A,골목상권,2110124,뚝섬역교차로,43,2,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,8
2021,1,A,골목상권,2110125,사근동살곶이상점가,120,4,2,1,NA,10,1,2,1,1,52,NA,1,NA,NA,NA,NA,NA,2,31
2021,1,A,골목상권,2110126,서울숲역 1번,83,3,5,NA,NA,7,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,20
2021,1,A,골목상권,2110127,성수1가1동주민센터,60,5,2,NA,NA,4,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,21
2021,1,A,골목상권,2110128,성원중학교,105,6,2,NA,NA,12,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,37
2021,1,A,골목상권,2110129,성원어린이공원,55,2,7,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12
2021,1,A,골목상권,2110130,답십리역 6번,87,3,4,NA,1,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14
2021,1,A,골목상권,2110131,성수동카페거리,123,4,10,NA,NA,15,1,3,3,2,NA,NA,2,NA,NA,NA,NA,NA,2,35
2021,1,A,골목상권,2110132,성수2가3동주민센터,44,4,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9
2021,1,A,골목상권,2110133,서울교통공사,80,6,4,NA,2,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15
2021,1,A,골목상권,2110134,성수119안전센터,110,3,2,NA,NA,14,NA,1,2,NA,NA,NA,2,NA,1,NA,NA,NA,1,39
2021,1,A,골목상권,2110135,성동세무서,83,8,6,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21
2021,1,A,골목상권,2110136,경수초등학교,127,2,10,NA,1,15,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,47
2021,1,A,골목상권,2110137,성수초등학교,121,5,13,NA,2,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24
2021,1,A,골목상권,2110138,송정체육공원,105,5,6,NA,NA,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
2021,1,A,골목상권,2110139,자양4동주민센터,98,4,2,NA,NA,14,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,33
2021,1,A,골목상권,2110140,건대입구역 6번,173,5,11,NA,1,23,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,40
2021,1,A,골목상권,2110141,건대입구역 1번,77,1,6,NA,1,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,1,A,골목상권,2110142,화양사거리,107,4,6,NA,NA,14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
2021,1,A,골목상권,2110143,뚝섬유원지역 1번,55,4,2,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2021,1,A,골목상권,2110144,어린이대공원역 4번,136,4,5,1,NA,13,NA,3,1,NA,50,NA,NA,NA,NA,NA,NA,NA,1,13
2021,1,A,골목상권,2110145,장안초등학교,86,3,2,NA,NA,7,NA,2,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,1,12
2021,1,A,골목상권,2110146,신자초등학교,76,2,3,NA,NA,7,2,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,25
2021,1,A,골목상권,2110147,능동우편취급국,109,6,4,NA,1,9,1,2,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1,24
2021,1,A,골목상권,2110148,어린이대공원역 3번,96,2,3,1,NA,7,NA,3,1,NA,50,NA,NA,NA,NA,NA,NA,NA,1,9
2021,1,A,골목상권,2110149,세종대학교,55,2,1,NA,1,3,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1,12
2021,1,A,골목상권,2110150,중곡1동 마을마당,87,2,2,NA,NA,12,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110151,자양한강도서관,75,1,2,NA,NA,8,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110152,중곡어린이공원,59,1,NA,NA,NA,9,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110153,중곡1동주민센터,125,3,4,NA,NA,17,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,27
2021,1,A,골목상권,2110154,광진정말공원,106,3,2,NA,NA,10,NA,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110155,광진구청,148,4,11,1,NA,14,1,2,2,1,36,1,NA,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110156,군자역 5번,122,5,7,NA,2,13,NA,1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,3,17
2021,1,A,골목상권,2110157,자양동우체국,52,2,1,NA,NA,5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110158,중곡3동주민센터,126,4,1,NA,NA,17,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,35
2021,1,A,골목상권,2110159,구의역 4번,231,5,10,2,NA,26,1,4,4,3,37,NA,NA,NA,NA,NA,NA,NA,NA,42
2021,1,A,골목상권,2110160,광진경찰서,88,3,5,1,NA,7,NA,1,3,2,34,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110161,중곡역 3번,128,5,1,NA,1,17,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,35
2021,1,A,골목상권,2110162,군자역 4번,109,4,4,NA,1,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19
2021,1,A,골목상권,2110163,성자초등학교,61,2,1,NA,NA,8,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
2021,1,A,골목상권,2110164,아차산역 5번,71,3,3,NA,NA,8,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,12
2021,1,A,골목상권,2110165,국립정신건강센터,103,4,2,NA,1,10,NA,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,36
2021,1,A,골목상권,2110166,구의1동주민센터,167,4,10,1,NA,16,1,1,3,2,34,NA,NA,NA,NA,NA,NA,NA,1,32
2021,1,A,골목상권,2110167,용마초등학교,125,4,4,NA,NA,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
2021,1,A,골목상권,2110168,대원고등학교,57,3,1,NA,1,4,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110169,성동초등학교,69,NA,NA,NA,NA,8,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,15
2021,1,A,골목상권,2110170,동대부여고,91,5,4,NA,NA,8,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,25
2021,1,A,골목상권,2110171,중곡4동주민센터,71,1,2,NA,NA,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,1,A,골목상권,2110172,광진초등학교,88,3,3,NA,1,8,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110173,구남초등학교,61,4,3,NA,NA,6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19
2021,1,A,골목상권,2110174,아차산역 1번,145,3,3,NA,NA,21,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2021,1,A,골목상권,2110175,푸른동산공원,95,4,2,NA,NA,11,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110176,해오름공원,91,1,2,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2021,1,A,골목상권,2110177,동의초등학교,43,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2021,1,A,골목상권,2110178,장로회신학대학교,58,3,5,NA,NA,2,NA,1,1,NA,11,NA,NA,NA,NA,NA,NA,NA,1,13
2021,1,A,골목상권,2110179,광나루역 1번,57,4,5,NA,NA,1,NA,1,1,NA,10,NA,NA,NA,NA,NA,NA,NA,1,16
2021,1,A,골목상권,2110180,광진정보도서관,55,4,5,NA,NA,3,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,16
2021,1,A,골목상권,2110181,신설동역 9번,94,4,6,1,2,8,NA,1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,21
2021,1,A,골목상권,2110182,용두희망어린이공원,118,5,4,NA,2,6,NA,2,1,1,23,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110183,한국의류시험연구원,76,1,2,NA,1,6,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,17
